;0.0628347396850586;-7.87;-0.05;-0.76
;0.09475088119506836;-7.93;-0.03;-0.78
;0.11070656776428223;-7.92;-0.11;-0.66
;0.14262175559997559;-7.5;-0.29;-0.73
;0.15857982635498047;-8.05;0.04;-0.95
;0.1904926300048828;-8.28;0.24;-0.61
;0.2064509391784668;-7.28;-0.29;-0.86
;0.23816347122192383;-7.9;-0.04;-0.88
;0.25408506393432617;-8.47;0.27;-0.95
;0.2723710536956787;-7.57;-0.24;-0.54
;0.31923866271972656;-7.76;-0.09;-0.73
;0.3504810333251953;-8.25;0.15;-0.82
;0.36609888076782227;-7.83;-0.11;-0.74
;0.4285855293273926;-7.84;-0.07;-0.66
;0.45982813835144043;-7.82;-0.07;-0.78
;0.4754495620727539;-7.93;0.02;-0.75
;0.506690502166748;-7.95;0.03;-0.8
;0.5223119258880615;-7.83;-0.1;-0.81
;0.5535540580749512;-7.92;0.01;-0.73
;0.5691759586334229;-7.88;-0.01;-0.66
;0.6004219055175781;-7.84;-0.07;-0.75
;0.616041898727417;-7.93;0.01;-0.71
;0.647284984588623;-7.91;-0.02;-0.81
;0.6941466331481934;-7.85;-0.03;-0.72
;0.7097675800323486;-7.91;-0.07;-0.76
;0.7253909111022949;-7.96;0.05;-0.76
;0.7410118579864502;-7.91;-0.04;-0.86
;0.7722606658935547;-7.87;-0.04;-0.7
;0.7881038188934326;-7.98;0.07;-0.71
;0.8193466663360596;-7.87;-0.04;-0.78
;0.8505878448486328;-7.88;-0.08;-0.7
;0.8662092685699463;-7.95;-0.03;-0.75
;0.8974535465240479;-7.93;-0.02;-0.69
;0.928694486618042;-7.84;-0.08;-0.67
;0.9443159103393555;-7.84;-0.13;-0.6
;0.9755594730377197;-8.05;0.07;-0.77
;0.9911801815032959;-7.94;-0.09;-0.84
;1.0380442142486572;-7.78;-0.03;-0.71
;1.0692901611328125;-7.88;0.04;-0.61
;1.1009254455566406;-7.92;-0.02;-0.77
;1.1328401565551758;-7.88;0.02;-0.77
;1.163757562637329;-7.94;0.06;-0.73
;1.1956727504730225;-7.86;-0.08;-0.83
;1.2116310596466064;-7.86;-0.04;-0.84
;1.2425479888916016;-7.87;0.0;-0.71
;1.25750732421875;-7.97;-0.06;-0.74
;1.289423942565918;-7.93;0.02;-0.8
;1.305379867553711;-7.88;0.01;-0.86
;1.3372962474822998;-7.94;-0.04;-0.73
;1.3532509803771973;-7.89;-0.08;-0.75
;1.3841683864593506;-7.86;-0.04;-0.74
;1.4311692714691162;-7.88;-0.05;-0.81
;1.4471447467803955;-7.83;-0.03;-0.79
;1.4632048606872559;-7.96;-0.04;-0.7
;1.478119134902954;-7.99;0.02;-0.8
;1.5049467086791992;-7.89;-0.0;-0.75
;1.5356130599975586;-7.88;-0.05;-0.81
;1.5515110492706299;-7.87;0.03;-0.78
;1.5712740421295166;-7.86;0.03;-0.78
;1.6021044254302979;-7.89;0.14;-0.78
;1.617105484008789;-8.01;0.05;-0.81
;1.647615909576416;-7.84;0.07;-0.74
;1.6780455112457275;-7.85;-0.14;-0.77
;1.6931631565093994;-7.9;0.04;-0.67
;1.7212369441986084;-7.88;-0.08;-0.85
;1.7531113624572754;-7.86;-0.12;-0.71
;1.8145296573638916;-7.85;-0.03;-0.76
;1.8467237949371338;-7.99;0.0;-0.75
;1.8724956512451172;-7.81;-0.11;-0.65
;1.888148546218872;-7.92;0.04;-0.6
;1.9193878173828125;-8.45;-0.21;-0.83
;1.9506349563598633;-7.57;0.05;-0.64
;1.9662580490112305;-7.78;0.05;-0.78
;1.9975073337554932;-8.13;-0.13;-0.85
;2.012960910797119;-7.77;-0.05;-0.67
;2.028627634048462;-7.9;0.04;-0.71
;2.075589179992676;-8.04;0.13;-0.8
;2.091202735900879;-7.97;-0.1;-0.84
;2.1066911220550537;-7.9;0.02;-0.84
;2.153714656829834;-7.82;-0.03;-0.64
;2.1691761016845703;-7.99;-0.08;-0.77
;2.2318196296691895;-7.98;-0.13;-0.74
;2.2474257946014404;-8.12;-0.18;-0.94
;2.278691053390503;-7.78;0.06;-0.61
;2.3097681999206543;-8.0;-0.13;-0.81
;2.3307902812957764;-7.89;-0.07;-0.86
;2.355987787246704;-7.94;-0.08;-0.85
;2.3716094493865967;-7.86;-0.02;-0.71
;2.4028520584106445;-7.99;0.02;-0.85
;2.418473720550537;-7.92;-0.02;-0.8
;2.4653382301330566;-7.88;-0.02;-0.71
;2.480966329574585;-7.92;-0.07;-0.81
;2.5278236865997314;-7.98;-0.08;-0.82
;2.543444871902466;-7.92;-0.04;-0.73
;2.6059305667877197;-8.03;-0.06;-0.74
;2.621551513671875;-7.82;-0.0;-0.88
;2.6527936458587646;-7.92;-0.0;-0.79
;2.684037446975708;-7.86;-0.12;-0.76
;2.6996583938598633;-7.94;0.04;-0.75
;2.7309014797210693;-7.97;0.02;-0.72
;2.7465224266052246;-7.94;-0.08;-0.79
;2.7777645587921143;-7.94;-0.02;-0.85
;2.7933859825134277;-7.96;0.0;-0.78
;2.824629783630371;-7.92;-0.01;-0.77
;2.8402514457702637;-7.92;-0.08;-0.84
;2.887124538421631;-7.9;-0.03;-0.8
;2.9055066108703613;-7.88;-0.04;-0.73
;2.9211299419403076;-7.88;-0.06;-0.74
;2.9523720741271973;-7.83;0.13;-0.79
;2.9836153984069824;-7.93;-0.0;-0.81
;2.999236822128296;-7.87;-0.06;-0.77
;3.0148561000823975;-7.89;-0.05;-0.69
;3.046100378036499;-7.85;-0.03;-0.73
;3.0617222785949707;-7.9;-0.44;-0.74
;3.0929648876190186;-7.9;-0.06;-0.68
;3.1242072582244873;-7.82;-0.25;-0.67
;3.13982892036438;-7.97;0.04;-0.69
;3.1710712909698486;-7.81;-0.18;-0.62
